"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL"
"AKR1B10",13551.7739130435,4026.97113402062,5.07796664395412,5.45535201065331e-07,0.00848187963701797,-3.80444432611284,"AKR1B10"
"HOXB6",1107.2547826087,507.340206185567,4.98473806574428,8.65983933535961e-07,0.00848187963701797,-3.8330546326717,"HOXB6"
"CCDC77",563.532173913043,489.39587628866,4.82793701973412,1.85364891618754e-06,0.0121037095397326,-3.88020060898023,"CCDC77"
"PDCD2L",325.660869565217,462.925773195876,4.76056144517525,2.55463818320344e-06,0.012510701842693,-3.90007857310319,"PDCD2L"
"HOXB4",415.953913043478,259.767010309278,4.66713292783823,3.96077536385639e-06,0.0155175257205166,-3.9272599894686,"HOXB4"
"CHST11",2130.49086956522,2289.00824742268,4.55627143310316,6.6016944645314e-06,0.0215534321442843,-3.95892959796722,"CHST11"
"STMN2",728.481739130435,103.428865979381,4.521418046016,7.7354344924491e-06,0.0216470608960836,-3.96875400363397,"STMN2"
"RAB20",3904.30695652174,2077.66597938144,4.44558411292159,1.08820121878178e-05,0.0227950077293419,-3.98990973984666,"RAB20"
"MUC2",4926.88652173913,325.156701030928,4.41321665503005,1.25699361600979e-05,0.0227950077293419,-3.99884707113996,"MUC2"
"C20orf141",18.9465217391304,3.27010309278351,4.41096905858153,1.26960143562665e-05,0.0227950077293419,-3.99946561914012,"C20orf141"
"OR2I1P",890.040869565218,423.117525773196,4.40912603555753,1.28003004248691e-05,0.0227950077293419,-3.99997262690989,"OR2I1P"
"TMEM151B",131.41347826087,16.680412371134,4.36602144125536,1.54866074575103e-05,0.0251463749425831,-4.01177905028583,"TMEM151B"
"SPACA7",12.0834782608696,0.779381443298969,4.34378576697596,1.7075328242441e-05,0.0251463749425831,-4.01783075035013,"SPACA7"
"LCN1",24.0921739130435,5.18969072164948,4.3305392753941,1.80946099581932e-05,0.0251463749425831,-4.02142338646298,"LCN1"
"GSG1L2",37.1882608695652,2.48865979381443,4.29825044694614,2.082841153391e-05,0.0251463749425831,-4.03014121198571,"GSG1L2"
"MAPK4",1000.42260869565,280.985567010309,4.27830408429909,2.2709776387994e-05,0.0251463749425831,-4.03549867276988,"MAPK4"
"GCG",1720.1347826087,113.531958762887,4.27637768867056,2.28998306396819e-05,0.0251463749425831,-4.03601495695944,"GCG"
"AC139530.1",108.758260869565,87.9278350515464,4.26530382708201,2.40221494011262e-05,0.0251463749425831,-4.0389789349601,"AC139530.1"
"ACTL8",721.258695652174,63.719587628866,4.25643794654265,2.49583381287575e-05,0.0251463749425831,-4.04134717257017,"ACTL8"
"FGFR1",4872.41695652174,3461.41855670103,4.24987220773206,2.56739751315361e-05,0.0251463749425831,-4.04309826846186,"FGFR1"
"UNC5D",667.733478260869,89.1257731958763,4.21235398448689,3.01539350807577e-05,0.0256794194340358,-4.05305977199735,"UNC5D"
"OPN5",7.64347826086957,0.950515463917526,4.2088554824713,3.06077171030161e-05,0.0256794194340358,-4.05398477979662,"OPN5"
"HAPLN1",588.910434782609,140.125773195876,4.2063133468278,3.09415269782827e-05,0.0256794194340358,-4.05465650707777,"HAPLN1"
"DEFB1",1475.26782608696,432.096907216495,4.20187633876332,3.15324842775898e-05,0.0256794194340358,-4.05582809091209,"DEFB1"
"HBE1",136.758260869565,19.1711340206186,4.19237382387061,3.28345020135984e-05,0.0256794194340358,-4.05833361909364,"HBE1"
"HOXB1",119.843913043478,12.0536082474227,4.18227927545679,3.42736915556228e-05,0.0256794194340358,-4.06098987762779,"HOXB1"
"PRDM9",76.1621739130435,7.52371134020619,4.17469330260239,3.53945747469992e-05,0.0256794194340358,-4.06298238972086,"PRDM9"
"TPH2",15.6173913043478,3.98762886597938,4.15846947174495,3.79100824316198e-05,0.0265221644554643,-4.06723318890624,"TPH2"
"HOXD8",231.460434782609,121.150515463918,4.05191133518479,5.91798538183715e-05,0.0399749709120028,-4.0947948513971,"HOXD8"
"TAF1L",32.8756521739131,10.4989690721649,4.03403885244008,6.37092064550102e-05,0.0415999881749065,-4.09935656145163,"TAF1L"
"MARCH4",601.466956521739,84.4164948453608,4.02020349849314,6.74394781383614e-05,0.0426152237823343,-4.10287574473005,"MARCH4"
"C19orf33",2848.05260869565,2913.27422680412,4.00732420521839,7.10975317233875e-05,0.0431057166937088,-4.10614223536859,"C19orf33"
"BLVRB",3437.91652173913,4617.65567010309,4.00108392667732,7.29369113821713e-05,0.0431057166937088,-4.10772161574033,"BLVRB"
"EIF3K",3386.12826086957,7006.41443298969,3.99485728466272,7.48172120877073e-05,0.0431057166937088,-4.10929539556664,"EIF3K"
"OSTN",20.9560869565217,3.60412371134021,3.97706931488756,8.04453486739192e-05,0.0450241124335258,-4.11377945495785,"OSTN"
"AFF2",1225.37,217.713402061856,3.96131962464298,8.57615276876976e-05,0.0466661823853974,-4.11773503895886,"AFF2"
"TACR2",71.7604347826087,59.0185567010309,3.94642938092115,9.10924699284801e-05,0.0482273079305134,-4.12146208924132,"TACR2"
"LOXL2",4243.01347826087,3294.61855670103,3.92632046174746,9.87916314367996e-05,0.0509270860056702,-4.12647578732939,"LOXL2"
"HOXB9",3277.11652173913,814.567010309278,3.91476423664237,0.000103490939406269,0.0519816413340871,-4.12934686380372,"HOXB9"
"MYADML2",10.7534782608696,7.56082474226804,3.88330863731884,0.000117377495896843,0.0574826941780816,-4.13712402068191,"MYADML2"
"SHKBP1",2005.3847826087,4351.98556701031,3.87064715851741,0.000123450046141324,0.0589243411069359,-4.14023883933561,"SHKBP1"
"AC011195.2",4.22608695652174,1.39175257731959,3.86483234084236,0.000126337348843295,0.0589243411069359,-4.14166631598723,"AC011195.2"
"IL11",181.061304347826,98.5917525773196,3.82670505219241,0.000146910645051495,0.0664646367509668,-4.15097910874941,"IL11"
"SPATA31D1",10.28,1.32989690721649,3.81633708971387,0.000153029967980462,0.0664646367509668,-4.15349739240472,"SPATA31D1"
"SPHK1",768.519130434783,881.175257731959,3.81216697721636,0.000155558455480714,0.0664646367509668,-4.15450856620061,"SPHK1"
"GLP2R",381.045652173913,56.7958762886598,3.81132126810934,0.000156076026879599,0.0664646367509668,-4.15471351513799,"GLP2R"
"NAXD",3121.60304347826,2525.34432989691,3.79709359615084,0.000165030826598285,0.0687827417496556,-4.15815539516989,"NAXD"
"CEACAM7",3979.03130434783,564.313402061856,3.78991592413348,0.00016973032844029,0.069267654246184,-4.15988744038379,"CEACAM7"
"BMP2",1478.24695652174,1313.71134020619,3.75795646917851,0.000192230400280144,0.0768490063487294,-4.16756420935463,"BMP2"
"UGT1A10",487.981739130435,91.5319587628866,3.72865314151357,0.000215305477138533,0.0841078760254344,-4.17455209141497,"UGT1A10"
"RNF103-CHMP3",7.17043478260871,6.43917525773196,3.72426820605802,0.000218975020536891,0.0841078760254344,-4.17559355969739,"RNF103-CHMP3"
"SLC32A1",8.81304347826087,1.64123711340206,3.71757822395555,0.000224687212534405,0.0846422655064705,-4.17718039416702,"SLC32A1"
"FSTL3",1932.05695652174,2390.05360824742,3.70709559393149,0.000233920673520485,0.0864579636526941,-4.17966170638822,"FSTL3"
"POU1F1",5.2204347826087,3.08865979381443,3.69149413870422,0.000248326588939802,0.090082769458181,-4.18334309043466,"POU1F1"
"NKAIN4",232.885652173913,94.3587628865979,3.67135395387207,0.000268159582243623,0.0955086919376424,-4.18807492160359,"NKAIN4"
"ODF1",4.45869565217391,0.771134020618557,3.6230956598718,0.000321908090424966,0.110723716698453,-4.19931857530545,"ODF1"
"TMEM239",3.49913043478261,0.641237113402062,3.61847899452356,0.000327548779179985,0.110723716698453,-4.20038721262605,"TMEM239"
"RPS15",6356.82608695652,11738.4453608247,3.61824607726079,0.000327835804201862,0.110723716698453,-4.20044109446252,"RPS15"
"SERPINE1",6854.39130434783,5801.32783505155,3.59116977232826,0.000362859072881764,0.119484924997771,-4.20668353925243,"SERPINE1"
"POU4F1",125.291739130435,58.8865979381443,3.58888067918822,0.00036597557301885,0.119484924997771,-4.20720935704622,"POU4F1"
"EVX1",25.2556521739131,8.40618556701031,3.5703232722344,0.000392183358150948,0.125942291849491,-4.21146096011063,"EVX1"
"ING1",1026.66260869565,1184.1381443299,3.54937192209551,0.000423882243016668,0.130063762094253,-4.21623716395805,"ING1"
"PLCH2",614.801304347826,391.249484536082,3.5491456199941,0.000424237379088874,0.130063762094253,-4.21628861490138,"PLCH2"
"TEX19",219.40347826087,36.8659793814433,3.54388441915752,0.000432572761023839,0.130063762094253,-4.21748394192404,"TEX19"
"SLC38A4",291.901739130435,148.224742268041,3.54261834329372,0.000434601389015754,0.130063762094253,-4.21777135131129,"SLC38A4"
"FTL",139289.49826087,228576.492783505,3.54037625724264,0.000438215748543606,0.130063762094253,-4.21828009553761,"FTL"
"LCN9",29.3373913043478,3.89484536082474,3.51210724823839,0.000486268445004067,0.140705016142946,-4.22466957233177,"LCN9"
"AMZ1",131.361304347826,78.3298969072165,3.5108955709548,0.000488434381424287,0.140705016142946,-4.22494240635731,"AMZ1"
"HPN",2866.30130434783,3448.40618556701,3.4735371160925,0.000559815136410298,0.158930705900599,-4.23331263077329,"HPN"
"ECE2",443.32347826087,709.00824742268,3.46720436302662,0.000572841078959546,0.160305484224836,-4.23472345812901,"ECE2"
"KCNF1",133.872608695652,67.6680412371134,3.45282386330934,0.000603479177900968,0.16650075515355,-4.23791851744918,"KCNF1"
"GLRX",1654.87826086957,2169.62474226804,3.44376394890288,0.000623560016159686,0.167554553275725,-4.23992526528033,"GLRX"
"AKAP12",8803.09347826088,3549.87422680412,3.44264173507353,0.000626090301302229,0.167554553275725,-4.24017349981139,"AKAP12"
"RPS19",20328.0930434782,39383.4268041237,3.43961651493335,0.000632959157813246,0.167554553275725,-4.24084231500894,"RPS19"
"SLC16A6",409.42,232.20412371134,3.43367803723373,0.000646647623461667,0.168206796130559,-4.24215364062422,"SLC16A6"
"RPL36",10308.5660869565,17248.8432989691,3.42830468559779,0.000659270969799792,0.168206796130559,-4.24333840294063,"RPL36"
"RPS5",19754.0230434783,30539.7855670103,3.42749897406298,0.000661183485734494,0.168206796130559,-4.24351590780607,"RPS5"
"NXPH4",688.353913043478,333.00824742268,3.41424047394451,0.000693407821261124,0.173350989163525,-4.24643142006176,"NXPH4"
"CBLC",689.19043478261,1073.69484536082,3.41078922580274,0.000702032946626144,0.173350989163525,-4.24718865668057,"CBLC"
"TPH1",169.314347826087,54.1731958762887,3.40844342949314,0.000707952378022463,0.173350989163525,-4.24770294923628,"TPH1"
"CACNG2",16.034347826087,2.47216494845361,3.4011542623599,0.000726644223217505,0.174853838197638,-4.24929897346936,"CACNG2"
"EVX2",3.85217391304348,1.54639175257732,3.3991200361987,0.000731942147746505,0.174853838197638,-4.24974382965848,"EVX2"
"ACOT12",15.8269565217391,2.62886597938144,3.38605357834301,0.000766839678601641,0.178609914166424,-4.25259550303747,"ACOT12"
"RPS16",24411.4543478261,42480.6680412371,3.38328632186546,0.000774426513289251,0.178609914166424,-4.25319815671776,"RPS16"
"RGS20",127.117826086957,102.154639175258,3.38307136279436,0.00077501877095033,0.178609914166424,-4.25324495177043,"RGS20"
"MAP3K10",330.342173913044,748.725773195876,3.37376109757033,0.000801078988197094,0.182469026741778,-4.25526913137106,"MAP3K10"
"RPS18",60645.3834782609,85367.7072164948,3.36206811717701,0.00083496432095955,0.188001334290536,-4.25780414549247,"RPS18"
"RABAC1",1798.78130434783,4482.9793814433,3.35795184526455,0.000847207001115794,0.188261128528185,-4.25869463551279,"RABAC1"
"PAK4",1558.39782608696,3700.33195876289,3.35524807725921,0.000855339243402341,0.188261128528185,-4.25927901146721,"PAK4"
"FGF2",254.638260869565,216.047422680412,3.33200571366081,0.00092830186760534,0.198194912195801,-4.26428475760667,"FGF2"
"THSD7A",470.160869565218,401.274226804124,3.32606954528914,0.000947842695746135,0.198194912195801,-4.26555814687427,"THSD7A"
"RPL18A",10047.9726086957,17056.6041237113,3.32286805014316,0.000958539445425093,0.198194912195801,-4.26624405038756,"RPL18A"
"SNHG32",2787.44434782609,5431.27835051546,3.32246199846018,0.000959904120373873,0.198194912195801,-4.26633100170471,"SNHG32"
"DCUN1D5",669.098260869567,1324.91134020619,3.32208829486274,0.000961161673450143,0.198194912195801,-4.26641101747077,"DCUN1D5"
"TP53I3",1245.21913043478,2244.84742268041,3.32109317062787,0.00096451784274753,0.198194912195801,-4.26662404897754,"TP53I3"
"FAM207A",233.365652173914,575.983505154639,3.31909326398583,0.000971295705283421,0.198194912195801,-4.26705200319568,"FAM207A"
"TEX29",12.5473913043478,10.779381443299,3.31451465145706,0.000986979975634819,0.199319079821757,-4.2680308801109,"TEX29"
"LXN",478.719130434785,912.837113402062,3.30543579996644,0.00101877799847341,0.2036412470622,-4.26996822483699,"LXN"
"TRIM16",885.46,1159.34226804124,3.2976967283171,0.00104663178392771,0.207095656720807,-4.27161583556293,"TRIM16"
"LRFN1",113.349565217392,140.373195876289,3.27134658230372,0.00114685708742565,0.224079735597097,-4.27719914111301,"LRFN1"
"SCFD2",470.596086956522,891.181443298969,3.26862637132839,0.00115769535368756,0.224079735597097,-4.27777318752083,"SCFD2"
"ABCB4",198.363043478261,128.261855670103,3.26636340704556,0.00116678406406166,0.224079735597097,-4.27825040766309,"ABCB4"
"RPS10",5783.59782608697,9267.72577319588,3.25719935868739,0.00120426992960894,0.229033433505917,-4.28017984980388,"RPS10"
"C17orf99",13.0065217391304,6.4639175257732,3.24710600226724,0.00124684677243726,0.234850782935321,-4.28229919990632,"C17orf99"
"PPP1R27",6.52913043478262,3.64742268041237,3.24147576365849,0.00127119845581683,0.237157205247581,-4.2834787859636,"PPP1R27"
"NR5A1",43.2426086956522,12.1463917525773,3.23171044574954,0.00131448210235911,0.239108107383408,-4.28552025288642,"NR5A1"
"DIRC1",3.19478260869565,2.3298969072165,3.23131891115466,0.00131624565350089,0.239108107383408,-4.28560198637464,"DIRC1"
"RPL27",19378.512173913,32942.1402061856,3.23086911777413,0.00131827431708653,0.239108107383408,-4.28569587025658,"RPL27"
"RPL35",12276.4691304348,21559.218556701,3.21352187655079,0.00139875814731961,0.24934659020608,-4.28930754171592,"RPL35"
"ETV2",21.7682608695652,43.9938144329897,3.20885704626923,0.00142116354267051,0.24934659020608,-4.29027570424854,"ETV2"
"SLC22A2",5.85130434782609,1.81030927835052,3.19776659171748,0.00147577060136164,0.24934659020608,-4.29257228110179,"SLC22A2"
"RPS9",17892.3013043479,37411.5422680412,3.19615847531608,0.00148384772099348,0.24934659020608,-4.29290467775292,"RPS9"
"RPS27",16480.8252173913,35037.8618556701,3.19376662278103,0.00149593693543107,0.24934659020608,-4.2933987876291,"RPS27"
"EXOSC5",484.838695652174,1107.23298969072,3.191070694679,0.00150967213136585,0.24934659020608,-4.29395530555309,"EXOSC5"
"TPRN",785.336956521742,1275.94432989691,3.1908735474782,0.00151068111422483,0.24934659020608,-4.29399598549751,"TPRN"
"SLC15A1",326.732173913043,201.989690721649,3.1902907266778,0.00151366758746987,0.24934659020608,-4.29411623296334,"SLC15A1"
"LYPD1",456.38652173913,326.018556701031,3.18956141470341,0.00151741239107612,0.24934659020608,-4.29426667598427,"LYPD1"
"MCF2L",2675.04478260869,2169.40412371134,3.18877867443977,0.00152144105627823,0.24934659020608,-4.29442810501551,"MCF2L"
"PSAPL1",196.969130434783,46.6639175257732,3.1885343530145,0.00152270057016346,0.24934659020608,-4.29447848536268,"PSAPL1"
"GABRA5",32.675652173913,8.68865979381443,3.18761105225827,0.00152746902979885,0.24934659020608,-4.29466884269345,"GABRA5"
"PALM",538.216521739131,943.286597938144,3.17915167260968,0.00157180488498303,0.250252352479845,-4.29641055420093,"PALM"
"MUC12",84.5865217391305,59.4536082474227,3.17684176711438,0.00158411610027241,0.250252352479845,-4.29688540263964,"MUC12"
"RPL31",16962.7795652174,34053.3505154639,3.17650925785088,0.0015858956050846,0.250252352479845,-4.29695373056796,"RPL31"
"FAM71C",3.03478260869565,0.721649484536082,3.17284763057711,0.0016056141686693,0.250252352479845,-4.2977057293008,"FAM71C"
"PYDC1",52.1873913043478,8.62268041237113,3.17282529273885,0.00160573515390334,0.250252352479845,-4.29771031443405,"PYDC1"
"OR11H6",2.19565217391304,0.317525773195876,3.17184555958709,0.00161104983055374,0.250252352479845,-4.29791138821857,"OR11H6"
"RBM42",1538.59086956522,3923.19793814433,3.1692112484483,0.0016254206075775,0.250252352479845,-4.29845175266869,"RBM42"
"ZNF581",431.37652173913,969.779381443299,3.16570599968917,0.00164472607492905,0.250252352479845,-4.29917012725846,"ZNF581"
"RPS17",15538.7230434783,29637.2020618557,3.16511642109029,0.00164799394915003,0.250252352479845,-4.29929088502971,"RPS17"
"CYP4F11",1014.04260869565,733.587628865979,3.16032362232554,0.0016747823571521,0.252363935340404,-4.30027177922532,"CYP4F11"
"CT55",22.1256521739131,5.09484536082474,3.14898173491353,0.00173978409952226,0.260157486454516,-4.30258755133715,"CT55"
"TMEM147",1872.94869565218,4293.43505154639,3.14643065129305,0.00175472166121788,0.260403353193917,-4.30310737064007,"TMEM147"
"YIF1B",761.833478260869,1934.67628865979,3.13921320861112,0.00179762557742909,0.264764567189913,-4.30457592129456,"YIF1B"
"RPS21",11999.1265217392,20042.5051546392,3.13463716922346,0.00182532655310912,0.265471718080961,-4.30550540716552,"RPS21"
"HOXB5",442.523043478261,334.047422680412,3.13394822869904,0.00182953095823829,0.265471718080961,-4.30564523649632,"HOXB5"
"CD38",964.997391304349,1265.22474226804,3.12525463140261,0.0018833580540703,0.271272800891052,-4.30740727565958,"CD38"
"HTR1B",49.1504347826087,18.3030927835052,3.1132576175796,0.00196003650615936,0.280256606709166,-4.30983143559452,"HTR1B"
"WDR97",145.598695652174,146.746391752577,3.10720491094931,0.00199980379939287,0.281271911060837,-4.31105119782411,"WDR97"
"CTSL",9180.72086956522,9937.07216494845,3.10593648085622,0.0020082311767933,0.281271911060837,-4.31130653816287,"CTSL"
"UBD",803.76,717.630927835052,3.105638863388,0.00201021325991716,0.281271911060837,-4.31136643585903,"UBD"
"TBCB",1228.11695652174,3108.46804123711,3.09514817814598,0.00208124069364972,0.289144850694357,-4.31347437272242,"TBCB"
"MTHFD2",2609.11521739131,4519.17525773196,3.09299471695401,0.00209610344095808,0.289158945809351,-4.31390626065403,"MTHFD2"
"TM4SF19-TCTEX1D2",3.19478260869566,2.12989690721649,3.08934158886284,0.002121540092868,0.290621320833506,-4.31463827872485,"TM4SF19-TCTEX1D2"
"AKR1C2",31267.0434782609,19022.8597938144,3.06662396552415,0.0022862011114596,0.311002733141543,-4.31917248989174,"AKR1C2"
"LRP12",562.521739130436,1004.27422680412,3.05957364334222,0.00233964231025998,0.315076560260938,-4.32057336232394,"LRP12"
"IGSF23",18.22,7.03917525773196,3.0584432269212,0.00234831680014789,0.315076560260938,-4.32079769392262,"IGSF23"
"LIN37",88.8726086956526,213.748453608247,3.04625118105262,0.00244377074626769,0.325653232303658,-4.32321232711681,"LIN37"
"MFSD6L",279.112173913044,279.035051546392,3.03655398910169,0.00252222095799077,0.333836394230279,-4.32512646959015,"MFSD6L"
"NOS2",289.423043478261,139.855670103093,3.02925784380569,0.00258276282835938,0.339555309025046,-4.32656293368484,"NOS2"
"L3HYPDH",211.588260869565,429.878350515464,3.02608585621094,0.00260949667418847,0.34078286900452,-4.32718643410143,"L3HYPDH"
"CEBPG",1046.97434782609,2410.31340206186,3.01124816104996,0.00273795250108367,0.353245195552199,-4.33009494615994,"CEBPG"
"TRIB3",1278.43434782609,2011.74432989691,3.01090499359182,0.00274099084812569,0.353245195552199,-4.33016205739839,"TRIB3"
"HOXD10",75.3752173913043,46.4701030927835,3.00853854094442,0.00276202728376599,0.353629754651582,-4.33062465718842,"HOXD10"
"TREX2",28.1756521739131,50.9567010309278,3.00129628140234,0.00282732941021873,0.359639972836199,-4.33203829173559,"TREX2"
"AC073610.2",4.18260869565219,6.63298969072165,2.98902190334003,0.0029412425938277,0.367696932029872,-4.33442692645,"AC073610.2"
"ALDH16A1",586.09739130435,1626.79381443299,2.98674569688225,0.00296282328021421,0.367696932029872,-4.33486888344482,"ALDH16A1"
"RER1",2030.73086956522,5897.26597938144,2.98655405613411,0.00296464682240712,0.367696932029872,-4.33490607885957,"RER1"
"RBCK1",2141.28826086956,5486.24742268041,2.98611651098156,0.00296881409900146,0.367696932029872,-4.33499099336461,"RBCK1"
"BRSK2",202.597391304348,123.125773195876,2.98447223227943,0.00298452254799886,0.367696932029872,-4.33530999553409,"BRSK2"
"HOXD11",44.3047826086956,18.0989690721649,2.97220686676667,0.00310411970039189,0.377674589583586,-4.3376844095197,"HOXD11"
"GPI",8288.76304347827,19865.2927835052,2.97182772919614,0.0031078854817643,0.377674589583586,-4.33775766061756,"GPI"
"ISOC2",751.928695652174,2295.95051546392,2.97027525966758,0.00312334899752621,0.377674589583586,-4.33805751405953,"ISOC2"
"CCER2",12.3052173913044,14.1690721649485,2.96113892605374,0.00321578658869724,0.385313114719018,-4.33981920646576,"CCER2"
"HOXB7",502.089130434783,601.79175257732,2.96015794969622,0.00322585894195308,0.385313114719018,-4.34000806057819,"HOXB7"
"NOS1",782.379565217392,193.309278350515,2.9558047282124,0.00327090526946903,0.388325838325023,-4.34084542439042,"NOS1"
"PDCD5",1058.96260869565,2490.30309278351,2.95167792430523,0.00331413868944795,0.391088330045759,-4.34163817587115,"PDCD5"
"AKR1C3",11408.6343478261,8964.31958762887,2.9437823346603,0.00339831290747457,0.398620069128859,-4.34315202843486,"AKR1C3"
"RPS11",23655.9030434783,56366.9134020619,2.93726922220593,0.00346921327071948,0.404212736887908,-4.34439796883281,"RPS11"
"SCN1B",379.428260869566,574.729896907216,2.93541910375443,0.00348959813076729,0.404212736887908,-4.3447514222233,"SCN1B"
"GFPT2",710.582173913043,920.125773195876,2.9337668263425,0.00350789551640943,0.404212736887908,-4.34506690383242,"GFPT2"
"RPL13A",34473.6817391305,77474.8721649485,2.92936945983829,0.00355701960446699,0.405763548085315,-4.34590571875501,"RPL13A"
"PITX3",6.53173913043479,3.76494845360825,2.92885730226878,0.00356278167699598,0.405763548085315,-4.34600333853725,"PITX3"
"MLC1",162.841304347826,87.1525773195876,2.91347392430859,0.0037398739904501,0.423470471670098,-4.34892806477987,"MLC1"
"HOXB2",975.376086956523,713.901030927835,2.91078824144023,0.00377160190963269,0.424608677056292,-4.34943719989182,"HOXB2"
"SMOX",717.501739130435,811.562886597938,2.90445554223636,0.00384738843365244,0.430665668724673,-4.35063597849348,"SMOX"
"PLET1",2.33434782608695,1.2659793814433,2.89567164746482,0.00395480789447675,0.440174612755142,-4.35229473169963,"PLET1"
"KPTN",165.647826086957,451.090721649485,2.89267068870595,0.00399212856137772,0.44078503589865,-4.35286035813579,"KPTN"
"SLC26A2",2236.08521739131,2148.09690721649,2.89012437260362,0.00402404641861499,0.44078503589865,-4.35333986296612,"SLC26A2"
"STRA8",85.6382608695652,27.1360824742268,2.88913092367847,0.0040365621089316,0.44078503589865,-4.3535268354803,"STRA8"
"IGFBP6",830.153913043478,751.317525773196,2.88655924853716,0.00406912545568585,0.44078503589865,-4.35401055980257,"IGFBP6"
"HS3ST3A1",80.3330434782608,73.3278350515464,2.88627018130915,0.00407280062778374,0.44078503589865,-4.35406490730886,"HS3ST3A1"
"NUDT5",1265.35434782609,3495.27010309278,2.88062215086025,0.00414521818790919,0.444683579109599,-4.35512577237829,"NUDT5"
"MRGBP",522.468260869565,1366.90309278351,2.87911106550118,0.00416479064167,0.444683579109599,-4.3554092690012,"MRGBP"
"ALKBH7",594.124782608697,1484.94020618557,2.87664877522582,0.00419686390219412,0.444683579109599,-4.3558709244593,"ALKBH7"
"CARS2",990.216086956521,2207.26597938144,2.87561362475733,0.00421041452755203,0.444683579109599,-4.35606489484096,"CARS2"
"RSL24D1",1814.55652173913,4179.57731958763,2.87470618522136,0.00422232608680307,0.444683579109599,-4.35623488057937,"RSL24D1"
"BMPER",188.918695652174,147.579381443299,2.87088459387045,0.00427282762731581,0.447595830970531,-4.35695020810198,"BMPER"
"TRHDE",131.973043478261,66.9896907216495,2.86635256323423,0.00433342930460174,0.450995625833398,-4.35779736255585,"TRHDE"
"SLC2A5",392.579565217391,529.416494845361,2.86502502004521,0.00435132846406209,0.450995625833398,-4.3580452778643,"SLC2A5"
"PSMD8",2868.15304347827,7634.12989690722,2.85958544947536,0.00442537401938956,0.454968040935593,-4.35905998173605,"PSMD8"
"NFKBIB",449.718260869566,1362.30309278351,2.85880387058402,0.00443610678537435,0.454968040935593,-4.3592056301361,"NFKBIB"
"RPL22L1",865.865652173914,1535.68659793814,2.84935100482087,0.00456780187105599,0.463761787703114,-4.36096423522744,"RPL22L1"
"HOXB3",1177.17434782609,1114.82474226804,2.84925210681515,0.0045691982759049,0.463761787703114,-4.3609826053311,"HOXB3"
"C8orf86",2.20565217391304,0.668041237113402,2.84242880229328,0.00466648258107457,0.470809013324492,-4.36224857884515,"C8orf86"
"PRKAG3",2.97956521739131,2.5340206185567,2.84102706114048,0.00468669955578519,0.470809013324492,-4.36250830137288,"PRKAG3"
"YDJC",483.163913043479,1204.38144329897,2.83607546871607,0.00475875353799814,0.473824227130409,-4.36342479986894,"YDJC"
"LRRC26",127.75347826087,48.5917525773196,2.83564319988247,0.00476509126268266,0.473824227130409,-4.36350473815753,"LRRC26"
"ACP7",37.7008695652174,20.6824742268041,2.83289064268916,0.00480562804753798,0.475441655672836,-4.36401349324204,"ACP7"
"RPS24",17091.1052173913,44054.9195876289,2.82803486583792,0.00487790273355243,0.48016701832944,-4.36490985773861,"RPS24"
"TRIM16L",931.822173913044,936.129896907216,2.82597640956121,0.00490883796139609,0.48079613412894,-4.36528940882195,"TRIM16L"
"WDR88",29.9495652173913,55.4742268041237,2.8212180407181,0.00498103091021364,0.485439873135199,-4.36616579530568,"WDR88"
"ADAMTS5",246.430434782609,343.272164948454,2.80628082052121,0.00521395560909847,0.505624635775396,-4.36890790500532,"ADAMTS5"
"RPL18",11538.1586956522,31323.1917525773,2.7998873036077,0.00531663642136502,0.513042319498125,-4.3700774260363,"RPL18"
"RPL23",11255.3139130435,33311.0969072165,2.79685405376261,0.00536598868047042,0.513486954391927,-4.37063140167583,"RPL23"
"C19orf47",279.67695652174,856.179381443299,2.79579469284388,0.00538332246083252,0.513486954391927,-4.37082474461304,"C19orf47"
"RPLP0",32021.0021739131,69978.5649484536,2.79478545676565,0.00539988323062621,0.513486954391927,-4.37100887537638,"RPLP0"
"HAX1",1979.74869565218,5126.74020618557,2.79003516741877,0.00547845312419335,0.518441634057119,-4.3718747071151,"HAX1"
"NKD2",357.483913043478,584.903092783505,2.78682817327602,0.00553208064922541,0.52083745476405,-4.37245846175416,"NKD2"
"LBX2",44.5130434782609,82.5814432989691,2.78535069453216,0.00555694665606649,0.52083745476405,-4.3727271884382,"LBX2"
"MRPL41",629.95043478261,1506.0412371134,2.78301196111961,0.00559651447903778,0.522028378136483,-4.37315228824386,"MRPL41"
"COX6B1",3112.78695652175,7577.26597938144,2.78145770245922,0.00562295103306948,0.522028378136483,-4.3734346125543,"COX6B1"
"KCTD15",469.725652173912,897.767010309278,2.77390111144089,0.00575309932287812,0.53159180488613,-4.37480512352971,"KCTD15"
"MRPS12",855.442173913045,1789.29278350515,2.76383468546038,0.00593070676544106,0.542369576064404,-4.3766253925446,"MRPS12"
"XIRP1",78.8321739130435,75.7113402061856,2.7616344821239,0.00597018018289972,0.542369576064404,-4.37702241774952,"XIRP1"
"KIAA1210",13.754347826087,9.75463917525773,2.76147040123385,0.00597313341977508,0.542369576064404,-4.37705201412742,"KIAA1210"
"SRPK3",252.457826086957,333.515463917526,2.76106196279909,0.00598049050129722,0.542369576064404,-4.3771256797472,"SRPK3"
